text,url,category
Agonti Abahed Nolaay Mohamed Abdrizak Mohamed abowe waakubarya ilahay dartiis igucawi waxa kuafuro mahesti 1d Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Caasho Canab Lkn ninka cunuga kas inoo u dilay ila thy ilahey ayaas naga og subxaanlaaha 2d Like Reply See translation Edited 182,https://www.facebook.com/MunasarMohamedAbd,crime-related
Xasan Sheikh loves the ruling party and the opposition who wanted a seat failed to understand each other | The… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Xasan Sheikh loves the ruling party and the opposition who wanted a seat failed to understand each other | The… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Xasan Sheikh xukun jecel & mucaaradkii kursi doonka ahaa oo isfahmi waayay | Kursiga aan Soomaali waxba loogu qaban oo la isku heysto | Sii gudbi,https://www.facebook.com/MunasarMohamedAbd,crime-related
waxaan hubaa in ey guulaysan doonaan kuwii raaca jidkii nebi muxammad scw,https://www.facebook.com/MunasarMohamedAbd,crime-related
"The month of Ramadan has been added with a chance, take advantage of it. · See original · Rate this translation",https://www.facebook.com/MunasarMohamedAbd,not crime-related
"The month of Ramadan has been added with a chance, take advantage of it.",https://www.facebook.com/MunasarMohamedAbd,not crime-related
Bishaan Ramadaan anfurkaada iyo Ilmaha caanahooda Globalal Fartilaty Ayaa qabto miyaa lol,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Mohamed Abdrizak Mohamed abowe waakubarya ilahay dartiis igucawi waxa kuafuro mahesti,https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Breaking news:- A man who is angry about the word ""SOYSOY"" who destroyed AK47 on people who are in a mobile ar… See more · See original · Rate this translation",https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Breaking news:- A man who is angry about the word ""SOYSOY"" who destroyed AK47 on people who are in a mobile ar… See more",https://www.facebook.com/MunasarMohamedAbd,not crime-related
"War yaab leh :- Nin ka xanaaqey ereyga ""SOOYSOOY"" oo AK47 ku burbursadey dad ku sugan goob Mobileda laga sameeysto | Kabteey ma aragtey ayaa ka dhacday | Sii gudbi",https://www.facebook.com/MunasarMohamedAbd,crime-related
Road Safety Alert: Children Injured After Driver Hits Family in Mogadishu — Police Investigating”,https://www.facebook.com/MunasarMohamedAbd,crime-related
Lkn ninka cunuga kas inoo u dilay ila thy ilahey ayaas naga og subxaanlaaha,https://www.facebook.com/MunasarMohamedAbd,crime-related
Tarsan Muse Ciyalka xuxunka Nisa madaxa haloga istago Kißirkoda ßate 5d Like Reply See translation Edited 42,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Ahmed Feyleey Odayaal ceelgaras laga keenay ayaa 2 qori la hor fadhiyo kasii darane lacagta ay qaadayaan waxay ku jaangoyn muuqaal kaaga hdi… See more 5d Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd,crime-related
Yusuf Sheekh Khaliif Smiles were available… just not for this photo. 6d Like Reply 2,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid0Aw9hkuBBM5K3heET9oWgGmgBzZxpLj74wG9iN5rWPDdPVu5znVJeL9P8taHie1B7l,not crime-related
Ina Mogos Yusuf Sheekh Khaliif no smile 5d Like Reply,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid0Aw9hkuBBM5K3heET9oWgGmgBzZxpLj74wG9iN5rWPDdPVu5znVJeL9P8taHie1B7l,not crime-related
"Heart breaking: Axmed 56-year-old fasted today but didn't reach the fourth- you will wonder why! ""Shipping it up"" · See original · Rate this translation",https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Heart breaking: Axmed 56-year-old fasted today but didn't reach the fourth- you will wonder why! ""Shipping it up""",https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Qalbi Jab: Axmed 56-jir ahaa wuu soomay maanta balse ma gaarin afurka- Waxaad la yaabi doontaa sababta!"" Sii gudbi",https://www.facebook.com/MunasarMohamedAbd,not crime-related
Ciyalka xuxunka Nisa madaxa haloga istago Kißirkoda ßate,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Ciyalka xuxunka Nisa madaxa haloga istago,https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Come to Darusalam Farm today and, avoid the busyness of the city, and enjoy a green and soulful atmosphere.… See more · See original · Rate this translation",https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Come to Darusalam Farm today and, avoid the busyness of the city, and enjoy a green and soulful atmosphere.… See more",https://www.facebook.com/MunasarMohamedAbd,not crime-related
Odayaal ceelgaras laga keenay ayaa 2 qori la hor fadhiyo kasii darane lacagta ay qaadayaan waxay ku jaangoyn muuqaal kaaga hdi… See more,https://www.facebook.com/MunasarMohamedAbd,crime-related
Xamse Geed dheer & mid gaaban ayuu u korey la kulanka Deni & Axmed Madoobe xittaa markii isku deygiisii hore lagu adke… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Xamse Geed dheer & mid gaaban ayuu u korey la kulanka Deni & Axmed Madoobe xittaa markii isku deygiisii hore lagu adkeeyay. Ugu dambeyn caawa ayuu la kulmey rag goosaha isku xirtey oo farxad ogolaansho aaney ka muuqan. Sababta wax kale ma aha hore RW Xamse ayaa si aan xakameysnayn u weerarey labada masuul ee uu caawa guryahooda ku booqdey.,https://www.facebook.com/MunasarMohamedAbd,crime-related
Smiles were available… just not for this photo.,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Hasan Yare Hasan Yae Walasoo qabtay dilaga waxoo kuxiranyahay saldhiga afgoye 1w Like Reply See translation 150,https://www.facebook.com/MunasarMohamedAbd,crime-related
Top fan Farah Awale · Follow Mustaqbalka Ey somalia u haayaan waa nuucee? 1w Like Reply See translation 8,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Liibaan Cabduqadir Sab dambo laiguma oga 1w Like Reply,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Are you aware of the most shocking event that happened in our country today? How did the killing of this boy l… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,crime-related
Are you aware of the most shocking event that happened in our country today? How did the killing of this boy l… See more,https://www.facebook.com/MunasarMohamedAbd,crime-related
Mala socotaa dhacdadii ugu naxdinta badnayd ee maanta dalkeenna ka dhacdey? Sidee dilka wiilkan sabab ugu noqdey geerida Aabahiis oo Sacuudiga kunool? U hiili caddalada | Sii gudbi.,https://www.facebook.com/MunasarMohamedAbd,crime-related
Walasoo qabtay dilaga waxoo kuxiranyahay saldhiga afgoye,https://www.facebook.com/MunasarMohamedAbd,crime-related
"""A quick meeting is going on for the opposition, with the part of Ahmed Madoobe and Said Dani."" What is true a… See more · See original · Rate this translation",https://www.facebook.com/MunasarMohamedAbd,not crime-related
"""A quick meeting is going on for the opposition, with the part of Ahmed Madoobe and Said Dani."" What is true a… See more",https://www.facebook.com/MunasarMohamedAbd,not crime-related
Mustaqbalka Ey somalia u haayaan waa nuucee?,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Heart broken in Mogadishu:- A place where there was a place that turned into condolences and tears | What happ… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Heart broken in Mogadishu:- A place where there was a place that turned into condolences and tears | What happ… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Qalbi Jab Muqdisho:- Goob sab ay ka jirtey oo isku badashey tacsi & ooyin | Maxaa ka dhacey halkan muxuuse sameeyay askarigan la qabtey? Sii gudbi,https://www.facebook.com/MunasarMohamedAbd,crime-related
Aadan Maxamuud 3 oday oo darood ah in dalka uu uxayirnaado lagama yaabo taas iga qora waleesbaran doonaa 1w Like Reply See translation 3,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Abwaan Gacaliye Aadan Maxamuud 1 odey oo hawiye shaati ma tolaan karo wala is baraan 1w Like Reply See translation 2,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Ahmed Said Garguurte Dalka halaga bad baadiyo 1w Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Muhanad Mohamud madaxtooyada qaranka shirka in lagu qabto weeye somali malin walba xal uma aha xalane 1w Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Ahmed Wadani Muhanad Mohamud xasan isagaa shalay dhahaayey xalane halagu qabto shirka waa isla sheekadii xasan ku sameeyey farmaajo hhhhhh … See more 1w Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
"What's going on at Hotel Airport right now? Deni, Ahmed Madobe & the opposition side & DF who are still not ag… See more · See original · Rate this translation",https://www.facebook.com/MunasarMohamedAbd,not crime-related
"What's going on at Hotel Airport right now? Deni, Ahmed Madobe & the opposition side & DF who are still not ag… See more",https://www.facebook.com/MunasarMohamedAbd,not crime-related
3 oday oo darood ah in dalka uu uxayirnaado lagama yaabo taas iga qora waleesbaran doonaa,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Aadan Maxamuud 1 odey oo hawiye shaati ma tolaan karo wala is baraan,https://www.facebook.com/MunasarMohamedAbd,not crime-related
WAR CUSUB: Xasan Sheekh oo la sheegay inuu diidan yahay qorshaha doorashada maxaa soo kordhay?,https://www.facebook.com/MunasarMohamedAbd,crime-related
"Disagreement at the meeting site: the opposition want Xalane, and the presidential palace in Villa Somalia — a… See more · See original · Rate this translation",https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Disagreement at the meeting site: the opposition want Xalane, and the presidential palace in Villa Somalia — a… See more",https://www.facebook.com/MunasarMohamedAbd,not crime-related
madaxtooyada qaranka shirka in lagu qabto weeye somali malin walba xal uma aha xalane,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Muhanad Mohamud xasan isagaa shalay dhahaayey xalane halagu qabto shirka waa isla sheekadii xasan ku sameeyey farmaajo hhhhhh … See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Top fan Nasteha Hilowle Nor 55 sano jir maxa loo qaban karaa 1w Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Qeys Abdullahi Dadka ku haayo bajaajlaha ayaa qaldan ma isweydiinayaan maxaa ku kalifay inuu kala wareego labada seed ee jidka waxaa si xawaa… See more 1w Like Reply See translation Edited 193,https://www.facebook.com/MunasarMohamedAbd,crime-related
"Abdalla Muhamed Mahamuud Dr ka yar shaqadiisa uu iska wataa ,wax cusub ma ahn waxaan ,tuugada Allah naga qabto. 1w Like Reply See translation 171",https://www.facebook.com/MunasarMohamedAbd,crime-related
Muqdisho & wixii ay Marwa Fertility ku soo kordhisey kama qarsana bulshada .,https://www.facebook.com/MunasarMohamedAbd,not crime-related
The worst accident in Mogadishu. Two high speed racing cars caused death and injuries.… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
The worst accident in Mogadishu. Two high speed racing cars caused death and injuries.… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Dadka ku haayo bajaajlaha ayaa qaldan ma isweydiinayaan maxaa ku kalifay inuu kala wareego labada seed ee jidka waxaa si xawaa… See more,https://www.facebook.com/MunasarMohamedAbd,crime-related
This is the story of Recovery of a kidney patient who succeeded to save his kidneys.… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
This is the story of Recovery of a kidney patient who succeeded to save his kidneys.… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Waxay dhexda u galeen nin manaxe ah oo toos u dhacaya Farmashiiste & bukaan daawo suge ahaa . Garasbaaley ammaan ma aha .,https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Dr ka yar shaqadiisa uu iska wataa ,wax cusub ma ahn waxaan ,tuugada Allah naga qabto.",https://www.facebook.com/MunasarMohamedAbd,crime-related
Cabdi Shakuur Qorane · Follow Xildhibaa nada hawiye ma xalane baad karaadee xamar gudaha usoo gal markaas baad arkee … See more 1w Like Reply See translation Edited 194,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Ismaaciil Daahir Seyga Hilwa is a food that is given to children after 4 months of walking 1w Like Reply,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Young people pretending to be NISA who were shot in a bajaaj and carried by an armed man.… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,crime-related
Young people pretending to be NISA who were shot in a bajaaj and carried by an armed man.… See more,https://www.facebook.com/MunasarMohamedAbd,crime-related
Deni & Axmed Madoobe oo ku dhaartey ineysan Muqdisho ka tagaynin xal la'aan | Xasan Sheikh oo lagu fahmey gaadmadii … See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Deni & Axmed Madoobe oo ku dhaartey ineysan Muqdisho ka tagaynin xal la'aan | Xasan Sheikh oo lagu fahmey gaadmadii uu wadey|,https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Breaking news: President Deni "" who attacked MPs & Politicians of Hawiye and told them that Mogadishu is not part of them. · See original · Rate this translation",https://www.facebook.com/MunasarMohamedAbd,crime-related
"Breaking news: President Deni "" who attacked MPs & Politicians of Hawiye and told them that Mogadishu is not part of them.",https://www.facebook.com/MunasarMohamedAbd,crime-related
Xildhibaa nada hawiye ma xalane baad karaadee xamar gudaha usoo gal markaas baad arkee … See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Idiris Alteeso The way you mix the milk shows that you have been a long time customer of Hilwa · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Idiris Alteeso The way you mix the milk shows that you have been a long time customer of Hilwa,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Hilwa is a food that is given to children after 4 months of walking,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Mukhtaar Macaawiye 1w Like Reply,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Abdullahi Hassan Barre Dani mase daba dhilif? 1w Like Reply,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Nafta Uroon Ina Mohamed Alx ilahay mahadis no badbadiyey hooyo iyo dhamaan umada sarney 1w Like Reply See translation 81,https://www.facebook.com/MunasarMohamedAbd,crime-related
"“Looking for a place that makes your family happy?” Then Darusalam Farm is a wonderful, beautiful tourist dest… See more · See original · Rate this translation",https://www.facebook.com/MunasarMohamedAbd,not crime-related
"“Looking for a place that makes your family happy?” Then Darusalam Farm is a wonderful, beautiful tourist dest… See more",https://www.facebook.com/MunasarMohamedAbd,not crime-related
“Looking for a place that makes your family happy?”,https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Then Darusalam Farm is a wonderful, beautiful tourist dest… See more",https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Degdeg:- Siciid Deni oo hada ka degay Muqdisho . Askar , Xildhibaano & Wasiiro ayaa meel la kala istaajiyo la waayay i… See more",https://www.facebook.com/MunasarMohamedAbd,not crime-related
Breaking: The passengers on the crashed plane are leaving the airplane. God has saved them all. · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Breaking: The passengers on the crashed plane are leaving the airplane. God has saved them all.,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Alx ilahay mahadis no badbadiyey hooyo iyo dhamaan umada sarney,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Top fan Sheeth Abdinassir Carurta bani Israel i will be back to somalia 2w Like Reply,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid02MDSJQF8UowLXVEE4rk4ELLtUmucdvVFid25wGku5LBvs5aMhCMbXNs5kMBYySSWRl,not crime-related
Cabdi Risaaq Cabdulaahi Xuseen Cabdirisaaq cabdulaahi xuseen 1w Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid023NZYwmG7aeKCnmWQDryKw6bscfi883e2HmYhoHhoPQRQTf61pcE8q8F149WpqDn3l,not crime-related
Xassan Muqiiq · Follow Xoog badnaa labadaas nin dalka ineey afganbi kuqabsadaan baa macquul ah hala xiro 2w Like Reply See translation 11,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Author Munasar Maxamed Verified account Halkan kala xiriir . 0619488590 2w Like Reply See translation 54,https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Breaking news: Asad Diyano, the commander of stabilizing and making Mogadishu a security city in the same worl… See more · See original · Rate this translation",https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Breaking news: Asad Diyano, the commander of stabilizing and making Mogadishu a security city in the same worl… See more",https://www.facebook.com/MunasarMohamedAbd,not crime-related
Carurta bani Israel i will be back to somalia,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Breaking:- The big hospital in SOOS children's department & medicine is burning. There is a severe lack of support in the deployment and they are requesting to be reached. Please share to help such an important hospital to so many. · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Breaking:- The big hospital in SOOS children's department & medicine is burning. There is a severe lack of support in the deployment and they are requesting to be reached.,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Please share to help such an important hospital to so many.,https://www.facebook.com/MunasarMohamedAbd,not crime-related
CCTV recorded Senator Garyare & MP Dayax who are firing the manager of Mogadishu airport. The action took plac… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
CCTV recorded Senator Garyare & MP Dayax who are firing the manager of Mogadishu airport. The action took plac… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Xoog badnaa labadaas nin dalka ineey afganbi kuqabsadaan baa macquul ah hala xiro,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Quick and profitable that I want to tell you all at once. Lend me your time and pass it on · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Quick and profitable that I want to tell you all at once. Lend me your time and pass it on,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Degdeg & Faa'iido oo halmar aan kuu wada sheegi rabo . I amaahi waqtigaaga siina gudbi,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Salmaan Cade Poi Baarlamaanka Somalia Goobta caruurta maawelada 2w Like Reply See translation 13,https://www.facebook.com/MunasarMohamedAbd,not crime-related
عبدالرحمن معلم على Salmaan Cade Poi caruurtaba roon Oola tarbiyen kara kuwaan waa dad waaween 2w Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Mahamuud Omar Drsomaali · Follow Maxaad noo danbaajiseen oo waxaan doorasho eheen ugu sheegteen doorasho.??… See more 2w Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Hassan M Abdalla ku qabtay ma ahee war sugan oo faahfaahsan noo soo tebi war qabyo xasan sheikh uga nacnay 2w Like Reply See translation 35,https://www.facebook.com/MunasarMohamedAbd,crime-related
Abafaasjoi Afj Doowladdan waa doowladda ugu dhow inay koontoroosho shacabka li'ana hadaan shacabka lakoontoroolin munaafiq iyo mujrim kastaab… See more 2w Like Reply See translation Edited 4,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Apdinaasir Maxamed Interlock mayale meshaan waa lwaa bacaad wana wadada shirkole ilaa black sea isku xirto waye laami xita masarno borkedaa kacaayo. Bacaad waye 2w Like Reply See translation 3,https://www.facebook.com/MunasarMohamedAbd,not crime-related
The situation of the parliament is upside down. CC cameras demolished. · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
The situation of the parliament is upside down. CC cameras demolished.,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Baarlamaanka Somalia Goobta caruurta maawelada,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Salmaan Cade Poi caruurtaba roon Oola tarbiyen kara kuwaan waa dad waaween,https://www.facebook.com/MunasarMohamedAbd,not crime-related
What is hidden from you happened in the election of the leader of human rights? We are talking about what happ… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
What is hidden from you happened in the election of the leader of human rights? We are talking about what happ… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Maxaa kaa qarsoon oo ka dhacey qabashadii Doorashada Hogaanka Xaquuqda Aadanaha ? Waxaan ka hadleynaa wixii ka dhacey Daaha-Gadaashiis !,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Maxaad noo danbaajiseen oo waxaan doorasho eheen ugu sheegteen doorasho.??… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
"He caught a bicycle in his head while everyone was watching | This oppression happened in Bakara market, espec… See more · See original · Rate this translation",https://www.facebook.com/MunasarMohamedAbd,not crime-related
"He caught a bicycle in his head while everyone was watching | This oppression happened in Bakara market, espec… See more",https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Baskoolad ayuu dhafoorka uga qabtey iyadoo dadku wada daawanayaan | Dulmigan wuxu ka dhacey Suuqa Bakaaraha , gaar ahaan Biya-Maaloow. Sii gudbi",https://www.facebook.com/MunasarMohamedAbd,not crime-related
ku qabtay ma ahee war sugan oo faahfaahsan noo soo tebi war qabyo xasan sheikh uga nacnay,https://www.facebook.com/MunasarMohamedAbd,crime-related
8 years later she made her dream come true. · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
8 years later she made her dream come true.,https://www.facebook.com/MunasarMohamedAbd,not crime-related
The deputy prime minister of the country Mr. Saalax Ahmed Jaamac responded to Donald Trump who has wronged Somalis recently. · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
The deputy prime minister of the country Mr. Saalax Ahmed Jaamac responded to Donald Trump who has wronged Somalis recently.,https://www.facebook.com/MunasarMohamedAbd,not crime-related
RW ku xigeenka Dalka oo si kulul ugu jawaabey Donald Trump oo beryahan Soomaalida aad ugu gafey.,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Doowladdan waa doowladda ugu dhow inay koontoroosho shacabka li'ana hadaan shacabka lakoontoroolin munaafiq iyo mujrim kastaab… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Chairman Muungaab has walked on the road of Shirkole Officers today and the plan is to start construction soon… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Chairman Muungaab has walked on the road of Shirkole Officers today and the plan is to start construction soon… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Interlock mayale meshaan waa lwaa bacaad wana wadada shirkole ilaa black sea isku xirto waye laami xita masarno borkedaa kacaayo. Bacaad waye,https://www.facebook.com/MunasarMohamedAbd,not crime-related
محمد شاشا Calooshan indhaha hanaga gelin gadoomiye ee wadada warshadaha il gaar ku fiiriya halkaas shacabka iyo ardayda way ku dhibanyihiin 2w Like Reply See translation 5,https://www.facebook.com/MunasarMohamedAbd,crime-related
Author Munasar Maxamed Verified account I mean Abdiaziz Lafta Gareen 2w Like Reply See translation 220,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Author Munasar Maxamed Verified account Najiib Aadam Isack Macquul iyada xittaa sxbna . 2w Like Reply See translation 5,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Abdi Malik Ziyech No look pass waba brazilian cdiya kk 2w Like Reply 21,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Cabdi Xakiin Hassan Yare haye land here 2w Like Reply 3,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Batula Haji Hotel camera away 2w Like Reply 3,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Breaking news: Chairman Muungaab who just reached Warta-Fagax who will start construction soon. Mungaab worked for this country. · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,crime-related
Breaking news: Chairman Muungaab who just reached Warta-Fagax who will start construction soon. Mungaab worked for this country.,https://www.facebook.com/MunasarMohamedAbd,crime-related
Calooshan indhaha hanaga gelin gadoomiye ee wadada warshadaha il gaar ku fiiriya halkaas shacabka iyo ardayda way ku dhibanyihiin,https://www.facebook.com/MunasarMohamedAbd,crime-related
Breaking News :- Clash in Baidoa Continues for Second Day| Xaalada Baydhabo oo Af Ingiriisi ah xaalku ma sahlana .,https://www.facebook.com/MunasarMohamedAbd,crime-related
Najiib Aadam Isack Macquul iyada xittaa sxbna .,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Idiris Alteeso was robbed in Mogadishu while buying a suit for iPhone 17.… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,crime-related
Idiris Alteeso was robbed in Mogadishu while buying a suit for iPhone 17.… See more,https://www.facebook.com/MunasarMohamedAbd,crime-related
A war that is going on in Baidoa and the Southwest army has failed to pass one officer with Zabano and Dhashikos | Pass it on · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,crime-related
A war that is going on in Baidoa and the Southwest army has failed to pass one officer with Zabano and Dhashikos | Pass it on,https://www.facebook.com/MunasarMohamedAbd,crime-related
Dagaal ka socda Baydhabo & Ciidaanka Koofur Galbeed oo mari la' hal sarkaal oo mitid ah Zabano & Dhashiikooyinna wata | Sii gudbi,https://www.facebook.com/MunasarMohamedAbd,crime-related
The most shocking incident happened in a hotel in Mogadishu | How did the criminal who killed this girl escape… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,crime-related
The most shocking incident happened in a hotel in Mogadishu | How did the criminal who killed this girl escape… See more,https://www.facebook.com/MunasarMohamedAbd,crime-related
