text,url,category
Abdiaziz Abdullahi Dahir Ilaa hadda dadku marka ay maqlaan dhul boob durbaba waxaa kusoo dhacaayo maskaxdooda in dadka laga kicinaayo dhul dowladeeda lkn waxaa jirto iyadoo magacaas la isticmaalaayo in dhul aan dowlad shaqo ku lahyn ladhacaayo oo aan loo adergsan sharci iyo wax lamid ah ee kaliya loo adeegsanaayo xabad iyo awood 2d Like Reply See translation 34,https://www.facebook.com/MunasarMohamedAbd,crime-related
Warda Abiikar Abdiaziz Abdullahi Dahir Maya dhul dowladeed maahan 2d Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd,crime-related
Mahamuud Omar Drsomaali · Follow Maalinta Qiyaamaha xasan sheikh baa qoorta laga soo qabanaya in alala inta naftooda wax ku noqotay dalka Soomaaliyeed. 3d Like Reply See translation 8,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Tarsan Muse Ciyalka xuxunka Nisa madaxa haloga istago Kißirkoda ßate 5d Like Reply See translation Edited 42,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Heart breaking:- People were robbed alive in Ramadan and injured 10 people | What happened in Buulo-Maaxaay? This is not right |,https://www.facebook.com/MunasarMohamedAbd,crime-related
Ilaa hadda dadku marka ay maqlaan dhul boob durbaba waxaa kusoo dhacaayo maskaxdooda in dadka laga kicinaayo dhul dowladeeda lkn waxaa jirto iyadoo magacaas la isticmaalaayo in dhul aan dowlad shaqo ku lahyn ladhacaayo oo aan loo adergsan sharci iyo wax lamid ah ee kaliya loo adeegsanaayo xabad iyo awood,https://www.facebook.com/MunasarMohamedAbd,crime-related
Abdiaziz Abdullahi Dahir Maya dhul dowladeed maahan,https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Oh my god! Our people have been lost, an enemy called drought has been killed. Where is the government? The political organization of freedom and justice has made a total issue |",https://www.facebook.com/MunasarMohamedAbd,crime-related
Maalinta Qiyaamaha xasan sheikh baa qoorta laga soo qabanaya in alala inta naftooda wax ku noqotay dalka Soomaaliyeed.,https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Heart breaking: Axmed 56-year-old fasted today but didn't reach the fourth- you will wonder why! ""Shipping it up""",https://www.facebook.com/MunasarMohamedAbd,not crime-related
Ciyalka xuxunka Nisa madaxa haloga istago,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Heart breaking:- People were robbed alive in Ramadan and injured 10 people | What happened in Buulo-Maaxaay? This is not right | Pass it on to you · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,crime-related
Heart breaking:- People were robbed alive in Ramadan and injured 10 people | What happened in Buulo-Maaxaay? This is not right | Pass it on to you,https://www.facebook.com/MunasarMohamedAbd,crime-related
Qalbi Jab :- Dad baalootooyin noolnool lala dhacay iyadoo Ramadaan tahay & Dhaawaca oo gaaraya 10 qof | Maxaa ka dhacey Buulo-Maaxaay? Sidaan sax ma aha| Sii gudbi,https://www.facebook.com/MunasarMohamedAbd,crime-related
vIDEYmsljZqKg6rYd8qwhrZy6xN3A2M1XqNlyCqngdVvKr4kHsI3gcitpwcdh1trtD7UlG,https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Oh my god! Our people have been lost, an enemy called drought has been killed. Where is the government? The political organization of freedom and justice has made a total issue | Pass it on. · See original · Rate this translation",https://www.facebook.com/MunasarMohamedAbd,crime-related
"Oh my god! Our people have been lost, an enemy called drought has been killed. Where is the government? The political organization of freedom and justice has made a total issue | Pass it on.",https://www.facebook.com/MunasarMohamedAbd,crime-related
"Waawareey! Dadkeennii waa la'deen, cadoow abaar la yiraahdo ayaa leysay|Aawey dowladii ? Urur Siyaasadeedka Xornimo & Xaqsoor oo sameysay arin ugub ah | gudbi.",https://www.facebook.com/MunasarMohamedAbd,crime-related
Gge9zE1ZFAZTwijdzuEpd4WdDEMFsTFtarAKUBnla1LlmMJFr332c5,https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Heart breaking: Axmed 56-year-old fasted today but didn't reach the fourth- you will wonder why! ""Shipping it up"" · See original · Rate this translation",https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Qalbi Jab: Axmed 56-jir ahaa wuu soomay maanta balse ma gaarin afurka- Waxaad la yaabi doontaa sababta!"" Sii gudbi",https://www.facebook.com/MunasarMohamedAbd,not crime-related
AUyQWnzuTAC27FlXrelmi2rMGwl7rgEKso3owYaY,https://www.facebook.com/MunasarMohamedAbd,not crime-related
e n o r p t o d S s u 0 6 5 M o 1 6 2 a u L a i 1 a r a i 8 c h m g l e 9 7 6 f t 1 7 l l 1 i 4 n 2 g l e 4 r 9 7 i 7,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Ciyalka xuxunka Nisa madaxa haloga istago Kißirkoda ßate,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Yusuf Sheekh Khaliif Smiles were available… just not for this photo. 5d Like Reply 2,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid0Aw9hkuBBM5K3heET9oWgGmgBzZxpLj74wG9iN5rWPDdPVu5znVJeL9P8taHie1B7l,not crime-related
Ina Mogos Yusuf Sheekh Khaliif no smile 5d Like Reply,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid0Aw9hkuBBM5K3heET9oWgGmgBzZxpLj74wG9iN5rWPDdPVu5znVJeL9P8taHie1B7l,not crime-related
Xamse Geed dheer & mid gaaban ayuu u korey la kulanka Deni & Axmed Madoobe xittaa markii isku deygiisii hore lagu adkeeyay. Ugu dambeyn caawa ayuu la kulmey rag goosaha isku xirtey oo farxad ogolaansho aaney ka muuqan.,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Sababta wax kale ma aha hore RW Xamse ayaa si aan xakameysnayn u weerarey labada masuul ee uu caawa guryahooda ku booqdey.,https://www.facebook.com/MunasarMohamedAbd,crime-related
Smiles were available… just not for this photo.,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Xamse Geed dheer & mid gaaban ayuu u korey la kulanka Deni & Axmed Madoobe xittaa markii isku deygiisii hore lagu adkeeyay. Ugu dambeyn caawa ayuu la kulmey rag goosaha isku xirtey oo farxad ogolaansho aaney ka muuqan. Sababta wax kale ma aha hore RW Xamse ayaa si aan xakameysnayn u weerarey labada masuul ee uu caawa guryahooda ku booqdey.,https://www.facebook.com/MunasarMohamedAbd,crime-related
